"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2013年2月1日","31.942","31.600","31.600","31.600","0.00K","1.94%"
"2013年1月31日","31.335","31.865","31.865","31.300","0.00K","-2.54%"
"2013年1月30日","32.152","31.500","32.260","31.500","0.06K","3.19%"
"2013年1月29日","31.159","31.065","31.065","31.065","0.01K","1.31%"
"2013年1月28日","30.756","31.000","31.000","30.900","0.00K","-1.57%"
"2013年1月27日","31.248","31.180","31.258","31.180","-","0.22%"
"2013年1月25日","31.180","31.180","31.180","31.650","-","-1.62%"
"2013年1月24日","31.695","31.735","31.750","31.735","0.00K","-2.20%"
"2013年1月23日","32.409","32.135","32.315","32.135","0.00K","0.82%"
"2013年1月22日","32.147","31.835","32.250","31.835","0.01K","0.42%"
"2013年1月21日","32.013","31.993","32.112","31.870","-","0.05%"
"2013年1月20日","31.998","31.862","32.008","31.862","-","0.30%"
"2013年1月18日","31.902","32.060","32.060","31.765","0.05K","0.36%"
"2013年1月17日","31.786","31.305","31.770","31.165","0.03K","0.86%"
"2013年1月16日","31.514","31.375","31.380","31.255","0.01K","0.05%"
"2013年1月15日","31.498","30.950","31.400","30.950","0.02K","1.34%"
"2013年1月14日","31.080","30.620","31.045","30.620","0.03K","2.19%"
"2013年1月13日","30.413","30.445","30.473","30.388","-","0.15%"
"2013年1月11日","30.367","30.780","30.780","30.150","0.06K","-1.65%"
"2013年1月10日","30.875","30.760","30.825","30.665","0.05K","2.23%"
"2013年1月9日","30.201","30.095","30.270","30.095","0.07K","-0.70%"
"2013年1月8日","30.415","30.255","30.390","30.125","0.06K","1.28%"
"2013年1月7日","30.032","30.395","30.395","29.910","0.09K","-0.55%"
"2013年1月6日","30.197","30.267","30.267","30.165","-","1.01%"
"2013年1月4日","29.896","29.435","30.210","29.210","0.13K","-2.53%"
"2013年1月3日","30.671","30.775","31.000","30.455","0.02K","-0.91%"
"2013年1月2日","30.952","30.630","31.335","30.585","0.01K","2.33%"
"2013年1月1日","30.248","30.353","30.388","30.228","-","0.25%"
"2012年12月31日","30.173","30.090","30.375","30.090","0.01K","0.24%"
"2012年12月30日","30.100","30.078","30.113","30.070","-","0.60%"
"2012年12月28日","29.920","30.200","30.200","29.930","0.20K","-0.87%"
"2012年12月27日","30.184","29.950","29.985","29.950","0.06K","0.67%"
"2012年12月26日","29.983","30.180","30.205","30.180","0.04K","0.14%"
"2012年12月25日","29.940","29.960","30.050","29.940","-","0.34%"
"2012年12月24日","29.839","30.085","30.085","29.925","0.01K","-0.96%"
"2012年12月23日","30.127","30.025","30.163","30.015","-","-0.05%"
"2012年12月21日","30.142","29.950","30.160","29.620","0.25K","1.79%"
"2012年12月20日","29.612","31.010","31.200","29.625","0.65K","-4.62%"
"2012年12月19日","31.045","31.710","31.725","30.980","0.36K","-1.74%"
"2012年12月18日","31.595","32.430","32.460","31.350","0.19K","-1.90%"
"2012年12月17日","32.206","32.290","32.335","32.105","0.07K","-0.52%"
"2012年12月16日","32.375","32.430","32.470","32.362","-","0.47%"
"2012年12月14日","32.223","32.490","32.630","32.275","0.32K","-0.18%"
"2012年12月13日","32.280","33.360","33.360","32.255","0.88K","-4.23%"
"2012年12月12日","33.707","32.990","33.700","32.990","0.57K","2.33%"
"2012年12月11日","32.941","33.070","33.190","32.775","0.44K","-1.08%"
"2012年12月10日","33.300","33.140","33.400","33.140","0.09K","0.44%"
"2012年12月9日","33.155","33.140","33.203","33.118","-","0.31%"
"2012年12月7日","33.053","33.050","33.220","32.645","0.13K","0.04%"
"2012年12月6日","33.039","32.750","33.150","32.545","0.23K","0.47%"
"2012年12月5日","32.883","32.930","33.165","32.530","0.44K","0.46%"
"2012年12月4日","32.734","33.400","33.480","32.720","0.44K","-2.81%"
"2012年12月3日","33.681","33.500","33.850","33.410","0.45K","0.62%"
"2012年12月2日","33.475","33.475","33.475","33.475","-","0.82%"
"2012年11月30日","33.204","34.230","34.345","33.140","1.46K","-3.33%"
"2012年11月29日","34.348","33.750","34.395","33.535","16.17K","1.98%"
"2012年11月28日","33.681","33.560","33.560","33.525","0.00K","-0.89%"
"2012年11月27日","33.982","34.100","34.100","34.050","0.00K","-0.46%"
"2012年11月26日","34.138","34.005","34.005","34.005","0.01K","0.11%"
"2012年11月25日","34.100","34.170","34.185","34.085","-","-0.03%"
"2012年11月23日","34.111","33.335","33.385","33.320","0.00K","2.31%"
"2012年11月22日","33.340","33.385","33.442","33.270","-","-0.01%"
"2012年11月21日","33.344","33.344","33.344","33.344","-","1.28%"
"2012年11月20日","32.923","32.923","32.923","32.990","0.00K","-0.78%"
"2012年11月19日","33.181","33.181","33.181","33.181","0.00K","2.39%"
"2012年11月18日","32.405","32.300","32.423","32.300","-","0.14%"
"2012年11月16日","32.361","32.361","32.361","32.361","-","-0.93%"
"2012年11月15日","32.665","32.665","32.665","32.600","0.01K","-0.63%"
"2012年11月14日","32.871","32.640","32.865","32.640","0.01K","1.21%"
"2012年11月13日","32.478","32.215","32.570","32.195","0.01K","-0.11%"
"2012年11月12日","32.513","32.513","32.513","32.513","0.00K","-0.51%"
"2012年11月11日","32.680","32.633","32.745","32.578","-","0.28%"
"2012年11月9日","32.590","32.275","32.665","32.095","0.01K","1.11%"
"2012年11月8日","32.231","31.810","32.350","31.810","0.02K","1.83%"
"2012年11月7日","31.651","31.955","32.155","31.570","0.03K","-1.15%"
"2012年11月6日","32.019","31.120","32.150","31.120","0.02K","2.91%"
"2012年11月5日","31.113","30.785","31.155","30.785","0.02K","0.19%"
"2012年11月4日","31.053","30.880","31.063","30.865","-","0.71%"
"2012年11月2日","30.835","32.105","32.105","30.900","0.01K","-4.32%"
"2012年11月1日","32.226","32.470","32.470","32.330","0.00K","-0.19%"
"2012年10月31日","32.288","32.190","32.250","32.190","0.00K","1.57%"
"2012年10月30日","31.788","31.770","31.850","31.765","0.04K","0.19%"
"2012年10月29日","31.727","31.727","31.727","31.727","-","-1.06%"
"2012年10月28日","32.068","32.133","32.133","31.975","-","0.18%"
"2012年10月26日","32.011","32.120","32.305","31.650","0.03K","-0.12%"
"2012年10月25日","32.049","32.000","32.000","32.000","0.00K","1.44%"
"2012年10月24日","31.595","31.850","31.850","31.850","0.00K","-0.54%"
"2012年10月23日","31.768","31.900","31.900","31.700","0.02K","-1.42%"
"2012年10月22日","32.227","32.150","32.150","32.150","0.01K","1.09%"
"2012年10月21日","31.880","31.993","32.005","31.738","-","-0.60%"
"2012年10月19日","32.073","32.610","32.610","32.040","0.04K","-2.33%"
"2012年10月18日","32.838","32.785","32.980","32.785","0.02K","-1.08%"
"2012年10月17日","33.197","33.020","33.200","33.020","0.00K","0.84%"
"2012年10月16日","32.922","32.765","32.970","32.765","0.01K","0.66%"
"2012年10月15日","32.707","32.570","32.755","32.570","0.00K","-1.34%"
"2012年10月14日","33.150","33.485","33.485","33.075","-","-1.44%"
"2012年10月12日","33.633","33.735","33.735","33.735","0.00K","-1.21%"
"2012年10月11日","34.046","34.050","34.050","34.050","0.00K","-0.08%"
"2012年10月10日","34.073","33.825","33.825","33.735","0.03K","0.36%"
"2012年10月9日","33.951","33.900","33.915","33.625","0.08K","-0.09%"
"2012年10月8日","33.982","33.880","34.050","33.865","0.21K","-1.62%"
"2012年10月7日","34.542","34.550","34.597","34.445","-","0.08%"
"2012年10月5日","34.516","34.860","34.950","34.390","0.06K","-1.50%"
"2012年10月4日","35.041","34.980","34.980","34.700","0.02K","1.18%"
"2012年10月3日","34.631","34.530","34.740","34.490","0.03K","0.08%"
"2012年10月2日","34.604","34.900","34.900","34.570","0.03K","-0.79%"
"2012年10月1日","34.881","34.375","34.900","34.375","0.02K","1.57%"
"2012年9月30日","34.343","34.525","34.530","34.332","-","-0.50%"
"2012年9月28日","34.517","34.610","34.750","34.480","0.08K","-0.23%"
"2012年9月27日","34.595","33.910","34.690","33.840","0.32K","2.10%"
"2012年9月26日","33.883","33.700","33.710","33.675","0.04K","-0.01%"
"2012年9月25日","33.886","34.245","34.245","34.110","0.05K","-0.10%"
"2012年9月24日","33.921","33.905","34.075","33.815","0.13K","-1.63%"
"2012年9月23日","34.483","34.530","34.580","34.448","-","-0.24%"
"2012年9月21日","34.567","34.870","35.090","34.480","0.09K","-0.15%"
"2012年9月20日","34.618","34.260","34.610","34.200","0.05K","0.29%"
"2012年9月19日","34.519","34.575","34.845","34.545","0.08K","-0.36%"
"2012年9月18日","34.644","34.030","34.845","34.000","0.09K","1.01%"
"2012年9月17日","34.298","34.665","34.665","34.190","0.77K","-1.32%"
"2012年9月16日","34.758","34.640","34.905","34.640","-","0.45%"
"2012年9月14日","34.603","34.595","34.745","34.380","0.23K","-0.33%"
"2012年9月13日","34.716","33.285","34.750","32.710","0.14K","4.46%"
"2012年9月12日","33.233","33.700","33.700","32.510","0.05K","-0.82%"
"2012年9月11日","33.509","33.700","33.765","33.420","0.08K","-0.19%"
"2012年9月10日","33.574","33.655","33.850","33.310","0.19K","-0.34%"
"2012年9月9日","33.690","33.705","33.722","33.638","-","0.17%"
"2012年9月7日","33.633","32.570","33.685","32.030","0.12K","3.11%"
"2012年9月6日","32.619","32.225","32.865","32.200","0.52K","1.08%"
"2012年9月5日","32.272","32.295","32.310","32.035","0.37K","-0.23%"
"2012年9月4日","32.348","31.660","32.360","31.520","0.33K","0.51%"
"2012年9月3日","32.185","31.653","32.358","31.578","-","1.67%"
"2012年9月2日","31.655","31.735","31.785","31.615","-","0.91%"
"2012年8月31日","31.370","30.435","31.700","30.255","0.86K","3.30%"
"2012年8月30日","30.367","30.675","30.890","30.195","14.49K","-1.50%"
"2012年8月29日","30.831","30.750","30.825","30.700","0.01K","-0.12%"
"2012年8月28日","30.869","30.810","30.815","30.810","0.01K","-0.55%"
"2012年8月27日","31.039","30.900","31.110","30.900","0.09K","0.30%"
"2012年8月26日","30.945","30.855","30.983","30.835","-","1.11%"
"2012年8月24日","30.606","30.350","30.650","30.350","0.03K","0.52%"
"2012年8月23日","30.447","30.595","30.750","30.450","0.03K","3.04%"
"2012年8月22日","29.549","29.549","29.750","29.340","-","0.44%"
"2012年8月21日","29.421","28.670","29.260","28.670","0.02K","2.92%"
"2012年8月20日","28.586","28.385","28.545","28.385","0.03K","1.82%"
"2012年8月19日","28.075","28.043","28.125","28.033","-","0.29%"
"2012年8月17日","27.995","28.120","28.140","28.030","0.01K","-0.74%"
"2012年8月16日","28.205","27.920","28.115","27.920","0.04K","1.44%"
"2012年8月15日","27.805","27.820","27.920","27.795","0.04K","0.18%"
"2012年8月14日","27.756","27.840","27.840","27.685","0.02K","-0.01%"
"2012年8月13日","27.760","27.845","27.845","27.845","0.00K","-1.17%"
"2012年8月12日","28.090","28.095","28.123","28.065","-","0.12%"
"2012年8月10日","28.055","27.765","28.045","27.750","0.00K","-0.12%"
"2012年8月9日","28.090","28.040","28.040","28.040","0.01K","0.08%"
"2012年8月8日","28.067","28.067","28.067","28.067","-","-0.03%"
"2012年8月7日","28.075","27.895","28.005","27.895","0.01K","0.80%"
"2012年8月6日","27.852","27.852","27.852","27.852","0.00K","0.36%"
"2012年8月5日","27.753","27.775","27.780","27.668","-","-0.13%"
"2012年8月3日","27.790","27.790","27.790","27.790","0.00K","3.00%"
"2012年8月2日","26.981","27.390","27.475","26.965","0.03K","-1.95%"
"2012年8月1日","27.517","27.050","27.335","27.050","0.04K","-1.36%"
"2012年7月31日","27.895","28.085","28.230","28.010","0.03K","-0.42%"
"2012年7月30日","28.014","27.570","28.060","27.550","0.10K","1.35%"
"2012年7月29日","27.642","27.670","27.740","27.635","-","0.60%"
"2012年7月27日","27.478","27.478","27.478","27.478","0.11K","0.17%"
"2012年7月26日","27.431","27.555","27.620","27.555","0.04K","-0.05%"
"2012年7月25日","27.445","27.240","27.300","27.240","0.01K","2.44%"
"2012年7月24日","26.790","26.860","26.860","26.775","0.10K","-0.85%"
"2012年7月23日","27.019","26.950","26.990","26.950","0.06K","-0.62%"
"2012年7月22日","27.188","27.178","27.288","27.118","-","-0.33%"
"2012年7月20日","27.279","27.160","27.160","27.010","0.02K","0.31%"
"2012年7月19日","27.194","27.220","27.395","27.220","0.02K","0.45%"
"2012年7月18日","27.071","27.265","27.265","26.915","0.05K","-0.81%"
"2012年7月17日","27.292","27.290","27.325","26.770","1.10K","-0.02%"
"2012年7月16日","27.297","27.130","27.295","26.885","0.18K","-0.30%"
"2012年7月15日","27.378","27.405","27.420","27.303","-","0.12%"
"2012年7月13日","27.344","27.220","27.475","27.140","0.09K","0.77%"
"2012年7月12日","27.136","26.760","27.050","26.445","0.06K","0.52%"
"2012年7月11日","26.995","26.985","27.160","26.815","0.19K","0.54%"
"2012年7月10日","26.851","27.235","27.500","26.730","0.35K","-2.04%"
"2012年7月9日","27.411","27.125","27.390","27.090","0.27K","1.65%"
"2012年7月8日","26.965","27.035","27.035","26.910","-","0.28%"
"2012年7月6日","26.889","27.660","27.675","26.885","0.26K","-2.71%"
"2012年7月5日","27.638","28.085","28.335","27.495","0.36K","-1.77%"
"2012年7月4日","28.135","28.252","28.322","28.030","-","-0.38%"
"2012年7月3日","28.243","27.445","28.370","27.440","0.19K","2.82%"
"2012年7月2日","27.468","27.440","27.550","27.195","0.50K","-0.19%"
"2012年7月1日","27.520","27.468","27.523","27.423","-","-0.22%"
"2012年6月29日","27.580","26.260","27.840","26.235","2.01K","5.08%"
"2012年6月28日","26.247","26.875","27.065","26.070","23.94K","-2.58%"
"2012年6月27日","26.941","26.880","26.880","26.720","0.00K","-0.36%"
"2012年6月26日","27.037","27.037","27.037","27.037","0.00K","-1.75%"
"2012年6月25日","27.518","26.680","27.180","26.640","0.02K","3.08%"
"2012年6月24日","26.697","26.915","26.970","26.642","-","0.15%"
"2012年6月22日","26.657","26.790","26.810","26.650","0.16K","-0.66%"
"2012年6月21日","26.833","27.855","27.880","26.840","0.01K","-5.46%"
"2012年6月20日","28.383","28.025","28.525","28.010","0.01K","0.07%"
"2012年6月19日","28.362","28.350","28.380","28.340","0.02K","-1.06%"
"2012年6月18日","28.665","28.445","28.770","28.435","0.01K","0.28%"
"2012年6月17日","28.585","28.998","29.010","28.368","-","-0.52%"
"2012年6月15日","28.734","28.645","28.645","28.645","0.00K","1.17%"
"2012年6月14日","28.401","28.900","28.900","28.170","0.01K","-1.85%"
"2012年6月13日","28.935","28.785","29.055","28.785","0.01K","-0.03%"
"2012年6月12日","28.943","28.420","28.915","28.420","0.00K","1.18%"
"2012年6月11日","28.606","28.620","28.660","28.620","0.02K","-1.08%"
"2012年6月10日","28.918","28.962","28.998","28.773","-","1.61%"
"2012年6月8日","28.461","27.940","28.415","27.940","0.02K","-0.20%"
"2012年6月7日","28.519","29.245","29.245","28.560","0.01K","-3.25%"
"2012年6月6日","29.476","29.230","29.230","29.230","0.01K","3.83%"
"2012年6月5日","28.390","28.135","28.390","28.080","0.03K","1.42%"
"2012年6月4日","27.992","28.380","28.415","28.260","0.01K","-1.17%"
"2012年6月3日","28.322","28.620","28.655","28.322","-","-0.61%"
"2012年6月1日","28.497","27.720","28.515","27.260","0.04K","2.73%"
"2012年5月31日","27.741","27.825","28.150","27.570","0.17K","-0.79%"
"2012年5月30日","27.962","27.765","28.000","27.410","0.07K","0.70%"
"2012年5月29日","27.767","28.225","28.240","28.215","0.02K","-2.14%"
"2012年5月28日","28.375","28.585","28.755","28.288","-","-0.74%"
"2012年5月27日","28.587","28.555","28.725","28.528","-","0.76%"
"2012年5月25日","28.370","28.415","28.415","28.415","0.02K","0.81%"
"2012年5月24日","28.142","28.105","28.445","28.070","0.05K","2.30%"
"2012年5月23日","27.508","27.680","27.740","27.300","0.06K","-2.33%"
"2012年5月22日","28.165","28.350","28.610","28.000","0.04K","-0.49%"
"2012年5月21日","28.304","28.304","28.705","28.304","0.01K","-1.40%"
"2012年5月20日","28.705","28.688","28.853","28.633","-","0.04%"
"2012年5月18日","28.694","28.030","28.710","28.030","0.10K","2.49%"
"2012年5月17日","27.996","27.205","28.125","27.205","0.07K","3.04%"
"2012年5月16日","27.170","27.685","27.685","26.895","0.01K","-3.15%"
"2012年5月15日","28.054","28.050","28.360","27.635","0.02K","-0.94%"
"2012年5月14日","28.319","28.250","28.395","28.170","0.03K","-1.65%"
"2012年5月13日","28.793","28.863","28.870","28.767","-","-0.23%"
"2012年5月11日","28.858","28.500","29.005","28.485","0.02K","-0.95%"
"2012年5月10日","29.136","29.150","29.210","29.000","0.05K","-0.21%"
"2012年5月9日","29.197","28.750","29.270","28.735","0.08K","-0.74%"
"2012年5月8日","29.414","29.910","29.910","29.160","0.10K","-2.19%"
"2012年5月7日","30.072","30.150","30.150","29.845","0.03K","-0.27%"
"2012年5月6日","30.153","30.258","30.273","29.993","-","-0.75%"
"2012年5月4日","30.380","30.045","30.370","29.920","0.05K","1.41%"
"2012年5月3日","29.959","30.395","30.480","29.880","0.11K","-2.07%"
"2012年5月2日","30.592","30.845","30.900","30.410","0.31K","-0.92%"
"2012年5月1日","30.877","31.045","31.280","30.765","0.87K","-0.26%"
"2012年4月30日","30.959","31.260","31.380","30.550","2.41K","-1.34%"
"2012年4月29日","31.380","31.335","31.383","31.293","-","0.11%"
